birthdate,isBlock,injuredDays,up15,photo2,isActive,idTeam,nick,number,insertDatetime,price,height,isNational,isExitLeague,initialPrice,fullName,photo,url,fisicStatus,imageTeam,license,idPlayer,birthplace,nationality,competitionAverage,pointsJourney,numberJourney,keep,imageTeamNegative,position,isExtraCommunity,shortName,nameTeam,age,down15
28/02/1990,TRUE,0,40.4,0000567104_5-6_03.jpg,TRUE,10,Pérez,55,20240909T150141+0000,322941,184,TRUE,FALSE,310000,Dani Pérez,0000567081_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203826,fit,75632.png,JFL,206,L'Hospitalet de Llobregat,España,6.5,<dbl>,<int>,6.5,https://supermanager.acb.com/files/logo/75575.png,1,FALSE,D. Pérez,BAXI Manresa,35,-27.5
10/12/1991,TRUE,0,30.6,0000564961_5-6_03.jpg,TRUE,7,Sastre,15,20240909T093404+0000,302692,201,TRUE,FALSE,200000,Joan Sastre,0000564949_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203882,fit,2425LaLagunaTenerifeLogo.png,JFL,62,Inca,España,6.1,<dbl>,<int>,6.1,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,J. Sastre,La Laguna Tenerife,33,-18.5
28/08/2001,TRUE,0,36.5,0000567228_5-6_03.jpg,TRUE,10,Steinbergs,12,20240909T150140+0000,299091,208,FALSE,FALSE,260000,Marcis Steinbergs,0000567213_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000133,fit,75632.png,EUR,198,Riga,Letonia,6,<dbl>,<int>,6,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,M. Steinbergs,BAXI Manresa,23,-24.5
15/07/1997,TRUE,0,20.7,0000567194_5-6_03.jpg,TRUE,10,Jou,5,20240909T150141+0000,291875,195,TRUE,FALSE,160000,Guillem Jou,0000567176_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210815,fit,75632.png,JFL,204,Llagostera,España,5.8,<dbl>,<int>,5.8,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,G. Jou,BAXI Manresa,27,-9
14/09/2001,TRUE,0,21.4,0000567325_5-6_03.jpg,TRUE,10,Vescovi,4,20240909T150139+0000,225000,191,FALSE,FALSE,220000,Santiago Vescovi,0000567309_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003418,fit,75632.png,EUR,196,Montevideo,Italia,4.5,<dbl>,<int>,4.5,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,S. Vescovi,BAXI Manresa,23,-12.4
13/02/2003,TRUE,0,26.2,0000567272_5-6_03.jpg,TRUE,10,Sagnia,13,20240909T150140+0000,214545,201,TRUE,FALSE,250000,Musa Sagnia,0000567262_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000645,fit,75632.png,JFL,202,Fajara,Gambia,4.3,<dbl>,<int>,4.3,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,M. Sagnia,BAXI Manresa,22,-17.6
25/04/2000,TRUE,0,8.3,0000795075_5-6_03.jpg,TRUE,7,Drell,7,20250320T135527+0000,176250,206,FALSE,FALSE,360000,Henri Drell,0000795078_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003922,fit,2425LaLagunaTenerifeLogo.png,EUR,303,Tallin,Estonia,3.5,<dbl>,<int>,3.5,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,H. Drell,La Laguna Tenerife,25,-1.2
13/10/2002,TRUE,0,12.7,0000809300_5-6_03.jpg,TRUE,7,Badji,16,20250411T100923+0000,218167,215,TRUE,FALSE,300000,Ibou Badji,0000809296_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000106,injured,2425LaLagunaTenerifeLogo.png,JFL,315,Thionck Essyl,Senegal,3.1,<dbl>,<int>,9.4,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,I. Badji,La Laguna Tenerife,22,6.1
25/03/2003,TRUE,0,6.2,0000564988_5-6_03.jpg,TRUE,7,Kostadinov,2,20240909T093403+0000,91333,203,TRUE,FALSE,110000,Kostas Kostadinov,0000564974_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003367,fit,2425LaLagunaTenerifeLogo.png,JFL,61,Burgas,Bulgaria,1.8,<dbl>,<int>,1.8,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,5,FALSE,K. Kostadinov,La Laguna Tenerife,22,-2.6
27/02/1993,TRUE,0,6.2,0000564998_5-6_03.jpg,TRUE,7,Costa,13,20240909T093403+0000,69545,187,TRUE,FALSE,400000,Lluís Costa,0000564987_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209470,fit,2425LaLagunaTenerifeLogo.png,JFL,60,Sant Just Desvern,España,1.4,<dbl>,<int>,1.4,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,1,FALSE,L. Costa,La Laguna Tenerife,32,-3.4
03/01/2006,TRUE,0,2.7,0000567258_5-6_03.jpg,TRUE,10,Gaspà,28,20241206T113335+0000,85000,190,TRUE,FALSE,100000,Max Gaspà,0000567254_5-6_03.jpg,NA,fit,75632.png,JFL,261,Barcelona,España,1.2,<NULL>,<int>,2.2,https://supermanager.acb.com/files/logo/75575.png,3,FALSE,M. Gaspà,BAXI Manresa,19,1.7
18/02/1997,TRUE,0,3.1,0000775411_5-6_03.jpg,TRUE,10,Sorolla,35,20240909T093414+0000,47143,211,TRUE,FALSE,150000,Jaume Sorolla,0000775399_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210852,injured,75632.png,JFL,135,Roquetes (Tarragona),España,0.9,<dbl>,<int>,0.9,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,J. Sorolla,BAXI Manresa,28,-1.2
22/09/2006,TRUE,0,2.3,0000784632_5-6_03.jpg,TRUE,7,Rodríguez,22,20250203T151438+0000,100000,183,TRUE,FALSE,100000,Rafael Rodríguez,0000784637_5-6_03.jpg,NA,fit,2425LaLagunaTenerifeLogo.png,JFL,286,San Cristobal de la Laguna,España,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,1,FALSE,R. Rodríguez,La Laguna Tenerife,18,1.7
28/09/2006,TRUE,0,2.3,0000784370_5-6_03.jpg,TRUE,10,Bergseng,29,20250309T111931+0000,100000,208,FALSE,FALSE,100000,Ludvik Bergseng,0000784371_5-6_03.jpg,NA,fit,75632.png,EUR,300,Oslo,Noruega,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/75575.png,5,FALSE,L. Bergseng,BAXI Manresa,18,1.7
06/09/2005,TRUE,0,2.3,0000784633_5-6_03.jpg,TRUE,7,Riga,90,20250310T140424+0000,100000,201,TRUE,FALSE,100000,Louis Riga,0000784636_5-6_03.jpg,NA,fit,2425LaLagunaTenerifeLogo.png,JFL,301,Paris,Francia,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/2425LaLagunaTenerifeLogoneg.png,3,FALSE,L. Riga,La Laguna Tenerife,19,1.7
26/12/1991,TRUE,0,108.1,0000569702_5-6_03.jpg,TRUE,5,Ennis,31,20240909T150133+0000,864412,188,FALSE,FALSE,550000,Dylan Ennis,0000569688_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212941,fit,2425UCAMMurciapositivo.png,EUR,158,Toronto,Serbia,17.3,<dbl>,<int>,17.3,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,FALSE,D. Ennis,UCAM Murcia,33,-73.5
02/03/1993,TRUE,0,93.6,0000565359_5-6_03.jpg,TRUE,8,Brussino,9,20240909T093405+0000,767576,205,FALSE,FALSE,675000,Nico Brussino,0000565354_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212648,fit,75611.png,EUR,69,Las Parejas,Italia,15.4,<dbl>,<int>,15.4,https://supermanager.acb.com/files/logo/75557.png,3,FALSE,N. Brussino,Dreamland Gran Canaria,32,-62.9
27/11/1996,TRUE,0,77.7,0000565138_5-6_03.jpg,TRUE,8,Homesley,5,20240909T093405+0000,669677,198,FALSE,FALSE,550000,Caleb Homesley,0000565125_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003377,fit,75611.png,EXT,66,Carolina del Norte,EE.UU.,13.4,<dbl>,<int>,13.4,https://supermanager.acb.com/files/logo/75557.png,3,TRUE,C. Homesley,Dreamland Gran Canaria,28,-50.9
23/10/1997,TRUE,0,70.7,0000569920_5-6_03.jpg,TRUE,5,Birgander,35,20240909T150133+0000,660714,209,FALSE,FALSE,640000,Simon Birgander,0000569905_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212423,fit,2425UCAMMurciapositivo.png,EUR,160,Kvistofta,Suecia,13.2,<dbl>,<int>,13.2,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,S. Birgander,UCAM Murcia,27,-44.3
05/02/1998,TRUE,0,76.5,0000569884_5-6_03.jpg,TRUE,5,Kurucs,0,20240909T150133+0000,642812,203,TRUE,FALSE,400000,Rodions Kurucs,0000569880_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211797,fit,2425UCAMMurciapositivo.png,JFL,163,Cesis,Letonia,12.9,<dbl>,<int>,12.9,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,FALSE,R. Kurucs,UCAM Murcia,27,-50.8
10/10/1994,TRUE,0,76.5,0000565317_5-6_03.jpg,TRUE,8,Tobey,18,20240909T093405+0000,626970,213,FALSE,FALSE,540000,Mike Tobey,0000565311_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212399,fit,75611.png,EUR,70,Monroe (Nueva York),Eslovenia,12.5,<dbl>,<int>,12.5,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,M. Tobey,Dreamland Gran Canaria,30,-51.4
08/11/1996,TRUE,0,54.4,0000775386_5-6_03.jpg,TRUE,5,Gates,4,20240909T093412+0000,611364,201,FALSE,FALSE,420000,Kaiser Gates,0000775376_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003422,doubtful,2425UCAMMurciapositivo.png,EXT,120,Georgia,EE.UU.,12.2,<dbl>,<int>,12.2,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,TRUE,K. Gates,UCAM Murcia,28,-30
22/08/2000,TRUE,0,71.2,0000565193_5-6_03.jpg,TRUE,8,Conditt,4,20240909T093406+0000,583939,211,FALSE,FALSE,500000,George Conditt IV,0000565187_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003388,fit,75611.png,EXT,73,Chicago,EE.UU.,11.7,<dbl>,<int>,11.7,https://supermanager.acb.com/files/logo/75557.png,5,TRUE,G. Conditt,Dreamland Gran Canaria,24,-47.9
21/03/1990,TRUE,0,61.2,0000565111_5-6_03.jpg,TRUE,8,Albicy,6,20240909T093406+0000,514062,178,FALSE,FALSE,300000,Andrew Albicy,0000565106_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212190,fit,75611.png,EUR,72,Sévres,Francia,10.3,<dbl>,<int>,10.3,https://supermanager.acb.com/files/logo/75557.png,1,FALSE,A. Albicy,Dreamland Gran Canaria,35,-40.6
22/03/1996,TRUE,0,61.4,0000569788_5-6_03.jpg,TRUE,5,Hakanson,22,20240909T150133+0000,503636,189,TRUE,FALSE,350000,Ludde Hakanson,0000569782_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210498,fit,2425UCAMMurciapositivo.png,JFL,168,Matteus (Estocolmo),Suecia,10.1,<dbl>,<int>,10.1,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,1,FALSE,L. Hakanson,UCAM Murcia,29,-41.3
16/08/1993,TRUE,0,54.8,0000565239_5-6_03.jpg,TRUE,8,Thomasson,32,20240909T093405+0000,460625,193,FALSE,FALSE,520000,Joe Thomasson,0000565233_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001127,fit,75611.png,EUR,67,Ohio,Georgia,9.2,<dbl>,<int>,9.2,https://supermanager.acb.com/files/logo/75557.png,3,FALSE,J. Thomasson,Dreamland Gran Canaria,31,-36.4
30/12/2000,TRUE,0,34.2,0000565147_5-6_03.jpg,TRUE,8,Alocén,12,20240909T093407+0000,461765,194,TRUE,FALSE,340000,Carlos Alocén,0000565142_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210357,injured,75611.png,JFL,77,Zaragoza,España,9.2,<NULL>,<int>,9.2,https://supermanager.acb.com/files/logo/75557.png,1,FALSE,C. Alocén,Dreamland Gran Canaria,24,-15.7
30/04/1990,TRUE,0,49.8,0000565259_5-6_03.jpg,TRUE,8,Shurna,14,20240909T093405+0000,452414,204,FALSE,FALSE,440000,John Shurna,0000565253_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210670,fit,75611.png,EUR,71,Glen Ellyn (Illinois),Lituania,9,<dbl>,<int>,9,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,J. Shurna,Dreamland Gran Canaria,35,-31.7
13/02/1991,TRUE,0,46.2,0000569740_5-6_03.jpg,TRUE,5,Sant-Roos,8,20240909T150133+0000,444444,201,FALSE,FALSE,460000,Howard Sant-Roos,0000569724_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002036,fit,2425UCAMMurciapositivo.png,EUR,161,La Habana,Cuba,8.9,<dbl>,<int>,8.9,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,FALSE,H. Sant-Roos,UCAM Murcia,34,-28.4
17/06/1997,TRUE,0,48.1,0000569765_5-6_03.jpg,TRUE,5,Radebaugh,12,20240909T150133+0000,384412,191,FALSE,FALSE,300000,Jonah Radebaugh,0000569766_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001917,fit,2425UCAMMurciapositivo.png,EUR,157,Denver ,Montenegro,7.7,<dbl>,<int>,7.7,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,FALSE,J. Radebaugh,UCAM Murcia,27,-32.7
16/08/1992,TRUE,0,46.2,0000565382_5-6_03.jpg,TRUE,8,Pelos,13,20240909T093405+0000,379091,205,FALSE,FALSE,310000,Pierre Pelos,0000565376_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002718,fit,75611.png,EUR,68,Noire,Francia,7.6,<dbl>,<int>,7.6,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,P. Pelos,Dreamland Gran Canaria,32,-31.1
20/11/1997,TRUE,0,22.8,0000784067_5-6_03.jpg,TRUE,5,Anteto.,37,20250226T111928+0000,350714,208,FALSE,FALSE,460000,Kostas Antetokounmpo,0000784060_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003910,fit,2425UCAMMurciapositivo.png,EUR,290,Athenas,Grecia,7,<dbl>,<int>,7,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,K.Antetokounmpo,UCAM Murcia,27,-8.8
03/11/1994,TRUE,0,38.3,0000565336_5-6_03.jpg,TRUE,8,Salvó,10,20240909T093406+0000,313939,205,TRUE,FALSE,280000,Miquel Salvó,0000565332_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212441,fit,75611.png,JFL,74,Vilanova i la Geltrú,España,6.3,<dbl>,<int>,6.3,https://supermanager.acb.com/files/logo/75557.png,3,FALSE,M. Salvó,Dreamland Gran Canaria,30,-25.7
06/03/1994,TRUE,0,28.3,0000569848_5-6_03.jpg,TRUE,5,Diagné,21,20240909T150133+0000,264286,211,TRUE,FALSE,200000,Moussa Diagne,0000569833_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210278,fit,2425UCAMMurciapositivo.png,JFL,166,Guediawaye,España,5.3,<dbl>,<int>,5.3,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,M. Diagné,UCAM Murcia,31,-17.7
19/12/1990,TRUE,0,18,0000769926_5-6_03.jpg,TRUE,5,Stephens,30,20241229T003900+0000,265333,198,FALSE,FALSE,400000,DJ Stephens,0000769923_5-6_03.jpg,NA,injured,2425UCAMMurciapositivo.png,EXT,271,Germany,EE.UU.,5.3,<dbl>,<int>,5.3,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,TRUE,D.J. Stephens,UCAM Murcia,34,-7.4
26/01/2001,TRUE,0,17.4,0000776330_5-6_03.jpg,TRUE,8,Samar,15,20250129T155505+0000,256000,197,TRUE,FALSE,350000,Ziga Samar,0000776329_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000291/temporada_id/2024/casa_fuera_id/0/victorias_derrotas_id/0/mes_id/0#cuerpo,fit,75611.png,JFL,283,Jesenice,Eslovenia,5.1,<dbl>,<int>,5.1,https://supermanager.acb.com/files/logo/75557.png,1,FALSE,Z. Samar,Dreamland Gran Canaria,24,-7.2
11/11/1991,TRUE,0,25.8,0000569860_5-6_03.jpg,TRUE,5,Radovic,11,20240909T150133+0000,234483,208,FALSE,FALSE,280000,Nemanja Radovic,0000569856_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211263,fit,2425UCAMMurciapositivo.png,EUR,156,Berane,Montenegro,4.7,<dbl>,<int>,4.7,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,N. Radovic,UCAM Murcia,33,-16.4
30/01/1998,TRUE,0,7.9,0000569674_5-6_03.jpg,TRUE,5,García,6,20240909T150133+0000,98421,185,TRUE,FALSE,240000,Dani García,0000569668_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000015,fit,2425UCAMMurciapositivo.png,JFL,165,Mataró,España,2,<dbl>,<int>,2,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,1,FALSE,D. García,UCAM Murcia,27,-3.9
01/01/2005,TRUE,0,4.4,0000565299_5-6_03.jpg,TRUE,8,Diop,35,20241019T193542+0000,61928,210,FALSE,FALSE,110000,Massamba Diop,0000565293_5-6_03.jpg,NA,fit,75611.png,COT,241,Rufisque,Senegal,1.2,<dbl>,<int>,1.4,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,M. Diop,Dreamland Gran Canaria,20,-1.6
11/09/2001,TRUE,0,-3.6,0000565274_5-6_03.jpg,TRUE,8,Kljajic,3,20240909T093406+0000,31886,195,TRUE,FALSE,150000,Jovan Kljajic,0000565270_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212462,fit,75611.png,JFL,75,Podgorica,Montenegro,0.9,<dbl>,<int>,-5.9,https://supermanager.acb.com/files/logo/75557.png,3,FALSE,J. Kljajic,Dreamland Gran Canaria,23,-8.2
25/02/2005,TRUE,0,2.8,defaultBody.jpg,TRUE,5,Flores,15,20240916T090132+0000,120000,211,TRUE,FALSE,120000,Fabian Flores,defaultFace.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213171,fit,2425UCAMMurciapositivo.png,JFL,229,Alcantarilla (Murcia),España,0,<NULL>,<int>,2.4,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,F. Flores,UCAM Murcia,19,2
02/08/2008,TRUE,0,5,0000741652_5-6_03.jpg,TRUE,5,Neves,14,20241215T173332+0000,72250,194,FALSE,FALSE,100000,Joao Neves,0000741650_5-6_03.jpg,NA,fit,2425UCAMMurciapositivo.png,EXT,266,Belem,Brasil,0,<NULL>,<int>,4.3,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,3,TRUE,J. Neves,UCAM Murcia,16,3.7
17/03/2005,TRUE,0,2.3,0000741660_5-6_03.jpg,TRUE,5,Martínez,3,20241215T173332+0000,100000,198,TRUE,FALSE,100000,José Tomás Martínez,0000741657_5-6_03.jpg,NA,fit,2425UCAMMurciapositivo.png,JFL,267,Murcia,España,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/2425UCAMMurcianegativo.png,5,FALSE,J. Martínez,UCAM Murcia,20,1.7
16/10/2004,TRUE,0,2.3,0000565169_5-6_03.jpg,TRUE,8,Bordón,16,20250110T155507+0000,100000,191,FALSE,FALSE,100000,Dylan Bordón,0000565163_5-6_03.jpg,NA,fit,75611.png,EUR,276,Corrientes,Italia,0,<NULL>,<int>,2,https://supermanager.acb.com/files/logo/75557.png,1,FALSE,D. Bordón,Dreamland Gran Canaria,20,1.7
12/01/2003,TRUE,0,9.8,0000565226_5-6_03.jpg,TRUE,8,Urbaniak,1,20240909T093406+0000,98260,206,TRUE,FALSE,160000,Jakub Urbaniak,0000565212_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002776,fit,75611.png,JFL,76,Walbrzuch,Polonia,-0.3,<NULL>,<int>,8.7,https://supermanager.acb.com/files/logo/75557.png,5,FALSE,J. Urbaniak,Dreamland Gran Canaria,22,7.5
